Date,Open,High,Low,Close
04/29/2021,3.721%,3.948%,3.721%,3.948%
04/30/2021,3.948%,3.948%,3.870%,3.870%
05/03/2021,3.870%,3.870%,3.626%,3.728%
05/04/2021,3.728%,3.875%,3.728%,3.748%
05/05/2021,3.748%,3.748%,3.713%,3.713%
05/06/2021,3.713%,3.713%,3.704%,3.707%
05/07/2021,3.707%,3.738%,3.707%,3.738%
05/10/2021,3.738%,3.849%,3.738%,3.742%
05/11/2021,3.742%,3.750%,3.742%,3.750%
05/12/2021,3.750%,3.752%,3.750%,3.752%
05/14/2021,3.752%,3.887%,3.752%,3.877%
05/17/2021,3.885%,3.925%,3.885%,3.925%
05/18/2021,3.925%,3.925%,3.883%,3.883%
05/19/2021,3.883%,3.883%,3.881%,3.881%
05/20/2021,3.881%,3.899%,3.874%,3.874%
05/21/2021,3.874%,3.891%,3.873%,3.888%
05/24/2021,3.888%,3.970%,3.886%,3.886%
05/25/2021,3.886%,4.021%,3.877%,3.877%
05/27/2021,3.877%,3.885%,3.877%,3.885%
05/28/2021,3.885%,3.891%,3.885%,3.891%
05/31/2021,3.891%,3.941%,3.878%,3.878%
06/01/2021,3.878%,3.929%,3.878%,3.887%
06/02/2021,3.887%,3.948%,3.887%,3.890%
06/03/2021,3.890%,3.921%,3.890%,3.914%
06/04/2021,3.882%,3.887%,3.882%,3.887%
06/07/2021,3.887%,3.887%,3.885%,3.885%
06/08/2021,3.885%,3.885%,3.866%,3.866%
06/09/2021,3.866%,3.866%,3.864%,3.864%
06/10/2021,3.864%,3.864%,3.857%,3.857%
06/11/2021,3.857%,3.861%,3.817%,3.861%
06/14/2021,3.861%,3.861%,3.858%,3.858%
06/15/2021,3.858%,4.064%,3.858%,3.998%
06/16/2021,3.998%,3.998%,3.909%,3.909%
06/17/2021,3.909%,4.027%,3.909%,4.027%
06/18/2021,3.972%,3.989%,3.900%,3.989%
06/21/2021,3.989%,4.061%,3.989%,4.061%
06/22/2021,4.061%,4.086%,4.018%,4.018%
06/23/2021,4.018%,4.262%,4.005%,4.005%
06/24/2021,4.005%,4.079%,4.005%,4.026%
06/25/2021,4.026%,4.237%,4.026%,4.043%
06/28/2021,4.043%,4.084%,4.043%,4.084%
06/29/2021,4.084%,4.084%,3.869%,3.869%
06/30/2021,3.869%,4.084%,3.869%,4.038%
07/01/2021,4.038%,4.137%,4.038%,4.137%
07/02/2021,4.137%,4.137%,4.108%,4.108%
07/05/2021,4.108%,4.108%,4.052%,4.061%
07/06/2021,4.061%,4.098%,4.061%,4.098%
07/07/2021,4.098%,4.201%,4.098%,4.108%
07/08/2021,4.108%,4.108%,4.093%,4.093%
07/09/2021,4.098%,4.098%,4.069%,4.069%
07/12/2021,4.069%,4.087%,4.049%,4.087%
07/13/2021,4.087%,4.087%,4.061%,4.061%
07/14/2021,4.061%,4.061%,4.020%,4.020%
07/15/2021,4.020%,4.020%,3.962%,3.962%
07/16/2021,3.962%,4.047%,3.948%,3.950%
07/19/2021,4.095%,4.095%,3.954%,3.954%
07/20/2021,3.954%,3.967%,3.950%,3.950%
07/22/2021,3.950%,3.996%,3.950%,3.996%
07/23/2021,3.996%,3.996%,3.950%,3.950%
07/26/2021,3.950%,4.042%,3.950%,4.042%
07/27/2021,4.042%,4.082%,4.042%,4.082%
07/28/2021,4.082%,4.082%,3.982%,3.982%
07/29/2021,3.982%,3.992%,3.982%,3.982%
07/30/2021,3.982%,4.011%,3.982%,4.011%
08/02/2021,4.011%,4.011%,3.910%,3.910%
08/03/2021,3.910%,3.939%,3.908%,3.908%
08/04/2021,3.908%,3.908%,3.877%,3.877%
08/05/2021,3.877%,3.893%,3.865%,3.865%
08/06/2021,3.865%,3.953%,3.865%,3.953%
08/09/2021,3.953%,4.001%,3.953%,4.001%
08/10/2021,4.001%,4.041%,4.001%,4.041%
08/11/2021,4.041%,4.041%,3.978%,3.978%
08/12/2021,3.978%,4.019%,3.978%,4.019%
08/13/2021,4.019%,4.019%,3.891%,3.891%
08/16/2021,3.891%,3.891%,3.891%,3.891%
08/17/2021,3.908%,3.908%,3.908%,3.908%
08/18/2021,3.908%,3.908%,3.823%,3.823%
08/20/2021,3.823%,3.873%,3.823%,3.873%
08/23/2021,3.873%,3.873%,3.829%,3.829%
08/24/2021,3.829%,3.931%,3.829%,3.931%
08/25/2021,3.931%,3.931%,3.836%,3.836%
08/26/2021,3.836%,3.853%,3.836%,3.853%
08/27/2021,3.853%,3.895%,3.853%,3.895%
08/30/2021,3.895%,3.925%,3.895%,3.925%
08/31/2021,3.925%,3.925%,3.858%,3.858%
09/01/2021,3.858%,3.901%,3.858%,3.901%
09/02/2021,3.901%,3.901%,3.793%,3.793%
09/03/2021,3.793%,3.876%,3.793%,3.876%
09/06/2021,3.876%,3.876%,3.698%,3.698%
09/07/2021,3.698%,3.714%,3.698%,3.714%
09/08/2021,3.714%,3.714%,3.690%,3.690%
09/09/2021,3.690%,3.710%,3.690%,3.710%
09/13/2021,3.710%,3.748%,3.710%,3.748%
09/14/2021,3.748%,3.791%,3.748%,3.791%
09/15/2021,3.791%,3.835%,3.791%,3.835%
09/16/2021,3.835%,3.845%,3.835%,3.845%
09/17/2021,3.845%,3.845%,3.694%,3.694%
09/20/2021,3.694%,3.761%,3.694%,3.761%
09/21/2021,3.761%,3.814%,3.761%,3.814%
09/22/2021,3.814%,3.859%,3.814%,3.859%
09/23/2021,3.859%,3.859%,3.787%,3.787%
09/24/2021,3.787%,3.787%,3.773%,3.773%
09/27/2021,3.773%,3.783%,3.773%,3.783%
09/28/2021,3.783%,3.783%,3.782%,3.782%
09/29/2021,3.782%,4.029%,3.782%,4.029%
09/30/2021,4.029%,4.029%,3.870%,3.870%
10/01/2021,3.870%,3.953%,3.870%,3.941%
10/04/2021,3.941%,3.998%,3.941%,3.998%
10/05/2021,3.998%,3.998%,3.984%,3.984%
10/06/2021,3.984%,3.984%,3.946%,3.946%
10/07/2021,3.946%,4.019%,3.946%,4.019%
10/08/2021,4.019%,4.019%,3.944%,3.944%
10/11/2021,3.944%,3.965%,3.944%,3.965%
10/12/2021,3.965%,4.076%,3.965%,4.076%
10/13/2021,4.076%,4.076%,4.000%,4.000%
10/14/2021,4.000%,4.000%,3.986%,3.986%
10/15/2021,3.986%,3.986%,3.734%,3.734%
10/18/2021,3.734%,3.994%,3.734%,3.994%
10/20/2021,3.994%,4.094%,3.994%,4.094%
10/21/2021,4.094%,4.094%,4.081%,4.081%
10/22/2021,4.081%,4.132%,4.081%,4.132%
10/25/2021,4.132%,4.156%,4.132%,4.156%
10/26/2021,4.156%,4.208%,4.156%,4.208%
10/27/2021,4.208%,4.208%,4.194%,4.194%
10/28/2021,4.194%,4.248%,4.194%,4.248%
10/29/2021,4.248%,4.465%,4.248%,4.465%
11/01/2021,4.465%,4.469%,4.212%,4.212%
11/02/2021,4.212%,4.213%,4.142%,4.142%
11/03/2021,4.142%,4.166%,4.109%,4.160%
11/04/2021,4.160%,4.160%,4.160%,4.160%
11/08/2021,4.160%,4.160%,4.042%,4.099%
11/09/2021,4.099%,4.110%,4.099%,4.110%
11/10/2021,4.110%,4.167%,4.105%,4.105%
11/11/2021,4.105%,4.220%,4.105%,4.105%
11/12/2021,4.105%,4.222%,4.090%,4.169%
11/15/2021,4.170%,4.170%,4.170%,4.170%
11/16/2021,4.170%,4.170%,4.117%,4.117%
11/17/2021,4.117%,4.117%,4.107%,4.107%
11/18/2021,4.107%,4.172%,4.107%,4.172%
11/22/2021,4.172%,4.302%,4.172%,4.227%
11/23/2021,4.227%,4.389%,4.098%,4.152%
11/24/2021,4.152%,4.336%,4.142%,4.163%
11/25/2021,4.163%,4.337%,4.163%,4.226%
11/26/2021,4.226%,4.614%,4.176%,4.176%
11/29/2021,4.176%,4.177%,4.176%,4.177%
11/30/2021,4.177%,4.177%,4.177%,4.177%
12/01/2021,4.177%,4.288%,4.177%,4.288%
12/02/2021,4.288%,4.346%,4.288%,4.346%
12/03/2021,4.346%,4.346%,4.291%,4.291%
12/06/2021,4.291%,4.404%,4.180%,4.180%
12/07/2021,4.180%,4.405%,4.180%,4.181%
12/08/2021,4.181%,4.183%,4.170%,4.170%
12/09/2021,4.170%,4.182%,4.160%,4.160%
12/10/2021,4.160%,4.161%,4.155%,4.155%
12/13/2021,4.155%,4.162%,4.155%,4.162%
12/14/2021,4.162%,4.277%,4.162%,4.265%
12/15/2021,4.265%,4.265%,4.209%,4.232%
12/16/2021,4.232%,4.267%,4.232%,4.267%
12/17/2021,4.267%,4.328%,4.267%,4.304%
12/20/2021,4.304%,4.543%,4.304%,4.543%
12/21/2021,4.543%,4.781%,4.543%,4.659%
12/22/2021,4.659%,4.659%,4.543%,4.543%
12/23/2021,4.543%,4.548%,4.543%,4.548%
12/24/2021,4.548%,4.548%,4.399%,4.409%
12/27/2021,4.409%,4.506%,4.409%,4.454%
12/28/2021,4.454%,4.454%,4.448%,4.448%
12/29/2021,4.448%,4.448%,4.425%,4.425%
12/30/2021,4.425%,4.472%,4.389%,4.389%
12/31/2021,4.389%,4.420%,4.368%,4.404%
01/03/2022,4.404%,4.445%,4.392%,4.392%
01/04/2022,4.392%,4.502%,4.392%,4.406%
01/05/2022,4.406%,4.453%,4.406%,4.442%
01/06/2022,4.442%,4.467%,4.400%,4.400%
01/07/2022,4.400%,4.425%,4.387%,4.393%
01/10/2022,4.403%,4.418%,4.403%,4.418%
01/11/2022,4.418%,4.957%,4.400%,4.957%
01/12/2022,4.957%,4.957%,4.919%,4.919%
01/13/2022,4.919%,5.036%,4.919%,5.036%
01/14/2022,5.036%,5.040%,5.036%,5.040%
01/17/2022,5.040%,5.045%,5.040%,5.045%
01/18/2022,5.045%,5.045%,4.848%,4.848%
01/19/2022,4.848%,4.889%,4.848%,4.889%
01/20/2022,4.889%,4.889%,4.810%,4.810%
01/21/2022,4.810%,4.931%,4.810%,4.931%
01/24/2022,4.931%,4.931%,4.847%,4.847%
01/25/2022,4.847%,4.937%,4.847%,4.937%
01/27/2022,4.937%,4.977%,4.937%,4.977%
01/28/2022,4.977%,4.980%,4.818%,4.818%
01/31/2022,4.818%,4.981%,4.818%,4.981%
02/01/2022,4.981%,5.068%,4.981%,5.068%
02/02/2022,5.068%,5.229%,5.068%,5.229%
02/03/2022,5.229%,5.229%,4.904%,4.904%
02/04/2022,4.904%,4.949%,4.904%,4.949%
02/06/2022,5.032%,5.032%,5.032%,5.032%
02/08/2022,5.032%,5.038%,5.032%,5.038%
02/09/2022,5.038%,5.045%,5.038%,5.045%
02/10/2022,5.045%,5.080%,4.873%,4.873%
02/11/2022,4.873%,5.085%,4.873%,5.043%
02/14/2022,5.043%,5.043%,4.753%,4.753%
02/15/2022,4.753%,4.837%,4.753%,4.837%
02/16/2022,4.837%,5.002%,4.837%,5.002%
02/17/2022,5.002%,5.011%,5.002%,5.011%
02/18/2022,5.011%,5.011%,4.928%,4.928%
02/21/2022,4.928%,4.928%,4.890%,4.890%
02/22/2022,4.890%,4.890%,4.849%,4.849%
02/23/2022,4.849%,4.849%,4.754%,4.754%
02/24/2022,4.754%,4.891%,4.662%,4.662%
02/25/2022,4.662%,4.896%,4.662%,4.896%
02/28/2022,4.896%,4.896%,4.858%,4.858%
03/02/2022,4.858%,4.862%,4.858%,4.862%
03/03/2022,4.862%,4.862%,4.817%,4.817%
03/04/2022,4.817%,4.935%,4.817%,4.935%
03/07/2022,4.935%,4.958%,4.935%,4.958%
03/08/2022,4.958%,4.958%,4.915%,4.915%
03/09/2022,4.915%,5.134%,4.915%,5.002%
03/10/2022,5.002%,5.002%,4.871%,4.871%
03/11/2022,4.871%,4.920%,4.871%,4.902%
03/14/2022,4.902%,4.902%,4.877%,4.877%
03/15/2022,4.877%,4.877%,4.847%,4.847%
03/16/2022,4.847%,4.960%,4.781%,4.781%
03/17/2022,4.781%,4.839%,4.781%,4.839%
03/21/2022,4.839%,4.839%,4.706%,4.706%
03/22/2022,4.706%,4.979%,4.706%,4.889%
03/23/2022,4.889%,4.981%,4.889%,4.890%
03/24/2022,4.890%,4.890%,4.800%,4.800%
03/25/2022,4.800%,4.850%,4.759%,4.759%
03/28/2022,4.759%,4.898%,4.759%,4.806%
03/29/2022,4.806%,4.807%,4.623%,4.623%
03/30/2022,4.623%,5.001%,4.623%,4.715%
03/31/2022,4.715%,5.074%,4.715%,4.850%
04/04/2022,4.850%,4.945%,4.814%,4.814%
04/05/2022,4.814%,4.814%,4.619%,4.619%
04/06/2022,4.619%,4.630%,4.619%,4.630%
04/07/2022,4.630%,4.677%,4.630%,4.677%
04/08/2022,4.677%,5.394%,4.677%,5.384%
04/11/2022,5.003%,5.205%,5.003%,5.110%
04/12/2022,5.110%,5.309%,5.110%,5.309%
04/13/2022,5.309%,5.409%,5.309%,5.409%
04/14/2022,5.512%,5.512%,5.512%,5.512%
04/18/2022,5.512%,5.512%,5.213%,5.213%
04/19/2022,5.213%,5.223%,5.206%,5.206%
04/20/2022,5.206%,5.381%,5.206%,5.381%
04/21/2022,5.381%,5.433%,5.381%,5.433%
04/22/2022,5.433%,5.486%,5.433%,5.486%
04/25/2022,5.486%,5.738%,5.390%,5.539%
04/26/2022,5.539%,5.539%,4.848%,4.848%
04/27/2022,4.848%,5.097%,4.848%,4.849%
04/28/2022,4.849%,5.050%,4.849%,4.851%
04/29/2022,4.851%,5.207%,4.851%,5.156%
05/02/2022,5.156%,5.468%,5.156%,5.468%
05/04/2022,5.468%,5.526%,5.265%,5.526%
05/05/2022,5.526%,6.035%,5.526%,5.984%
05/06/2022,5.984%,6.050%,5.688%,6.050%
05/09/2022,6.050%,6.065%,6.050%,6.065%
05/10/2022,6.065%,6.065%,5.800%,5.800%
05/11/2022,5.800%,6.117%,5.800%,6.107%
05/12/2022,6.107%,6.107%,6.080%,6.080%
05/13/2022,6.080%,6.080%,5.958%,6.037%
05/15/2022,6.037%,6.037%,6.037%,6.037%
05/17/2022,6.037%,6.122%,6.037%,6.042%
05/18/2022,6.042%,6.089%,6.042%,6.047%
05/19/2022,6.047%,6.276%,5.998%,5.998%
05/20/2022,5.998%,6.066%,5.998%,6.066%
05/23/2022,6.066%,6.066%,6.017%,6.036%
05/24/2022,6.036%,6.036%,6.011%,6.032%
05/25/2022,6.032%,6.078%,6.032%,6.037%
05/26/2022,6.037%,6.042%,6.037%,6.042%
05/27/2022,6.042%,6.057%,5.991%,5.991%
05/30/2022,5.991%,6.210%,5.991%,6.046%
05/31/2022,6.046%,6.227%,6.046%,6.227%
06/01/2022,6.227%,6.227%,6.056%,6.056%
06/02/2022,6.056%,6.072%,6.056%,6.072%
06/03/2022,6.072%,6.187%,6.072%,6.120%
06/06/2022,6.120%,6.373%,6.120%,6.373%
06/07/2022,6.072%,6.492%,6.072%,6.492%
06/08/2022,6.492%,6.713%,6.492%,6.713%
06/09/2022,6.713%,6.791%,6.260%,6.791%
06/10/2022,6.791%,6.791%,6.340%,6.340%
06/13/2022,6.340%,6.340%,6.301%,6.301%
06/14/2022,6.301%,6.467%,6.295%,6.295%
06/15/2022,6.295%,6.295%,6.243%,6.243%
06/16/2022,6.243%,6.243%,6.191%,6.191%
06/17/2022,6.191%,6.348%,6.191%,6.348%
06/20/2022,6.348%,6.348%,6.272%,6.272%
06/21/2022,6.272%,6.272%,6.220%,6.220%
06/22/2022,6.220%,6.226%,6.220%,6.226%
06/23/2022,6.226%,6.586%,6.226%,6.243%
06/24/2022,6.243%,6.309%,6.243%,6.309%
06/27/2022,6.309%,6.375%,6.309%,6.375%
06/28/2022,6.375%,6.381%,6.315%,6.381%
06/29/2022,6.381%,6.388%,6.327%,6.327%
06/30/2022,6.327%,6.370%,6.009%,6.009%
07/01/2022,6.009%,6.292%,6.009%,6.292%
07/04/2022,6.292%,6.299%,6.286%,6.286%
07/05/2022,6.286%,6.286%,6.152%,6.152%
07/06/2022,6.152%,6.250%,6.152%,6.189%
07/07/2022,6.189%,6.189%,6.133%,6.133%
07/08/2022,6.133%,6.213%,6.133%,6.213%
07/11/2022,6.213%,6.282%,6.213%,6.279%
07/12/2022,6.279%,6.427%,6.279%,6.427%
07/13/2022,6.427%,6.427%,6.420%,6.420%
07/14/2022,6.420%,6.695%,6.420%,6.695%
07/15/2022,6.695%,6.695%,6.385%,6.385%
07/18/2022,6.385%,6.406%,6.328%,6.328%
07/19/2022,6.328%,6.348%,6.328%,6.348%
07/20/2022,6.348%,6.420%,6.348%,6.420%
07/21/2022,6.420%,6.420%,6.117%,6.149%
07/22/2022,6.149%,6.201%,6.149%,6.201%
07/25/2022,6.201%,6.834%,6.201%,6.834%
07/26/2022,6.834%,6.834%,6.530%,6.530%
07/27/2022,6.530%,6.530%,6.447%,6.447%
07/28/2022,6.447%,6.447%,6.319%,6.319%
07/29/2022,6.319%,6.346%,6.254%,6.254%
07/31/2022,6.254%,6.254%,6.254%,6.254%
08/08/2022,6.191%,6.276%,6.191%,6.235%
08/10/2022,6.235%,6.421%,6.147%,6.160%
08/11/2022,6.160%,6.222%,6.160%,6.222%
08/12/2022,6.222%,6.328%,6.222%,6.328%
08/15/2022,6.328%,6.328%,6.328%,6.328%
08/16/2022,6.328%,6.328%,6.328%,6.328%
08/17/2022,6.328%,6.328%,6.280%,6.280%
08/18/2022,6.280%,6.280%,6.202%,6.202%
08/19/2022,6.202%,6.224%,6.202%,6.224%
08/22/2022,6.224%,6.231%,6.224%,6.231%
08/23/2022,6.231%,6.239%,6.231%,6.239%
08/24/2022,6.239%,6.318%,6.239%,6.318%
08/25/2022,6.318%,6.351%,6.239%,6.239%
08/26/2022,6.239%,6.407%,6.239%,6.407%
08/29/2022,6.407%,6.431%,6.284%,6.284%
08/30/2022,6.284%,6.431%,6.263%,6.263%
09/01/2022,6.263%,6.300%,6.263%,6.285%
09/02/2022,6.285%,6.429%,6.285%,6.354%
09/05/2022,6.354%,6.354%,6.302%,6.302%
09/06/2022,6.302%,6.302%,6.251%,6.251%
09/07/2022,6.251%,6.251%,6.244%,6.244%
09/08/2022,6.244%,6.282%,6.244%,6.282%
09/09/2022,6.282%,6.306%,6.229%,6.306%
09/12/2022,6.306%,6.469%,6.306%,6.384%
09/13/2022,6.384%,6.385%,6.323%,6.385%
09/14/2022,6.385%,6.385%,6.331%,6.331%
09/15/2022,6.331%,6.575%,6.331%,6.497%
09/16/2022,6.497%,6.497%,6.366%,6.477%
09/19/2022,6.477%,6.477%,6.296%,6.455%
09/20/2022,6.455%,6.460%,6.400%,6.400%
09/21/2022,6.400%,6.554%,6.400%,6.554%
09/22/2022,6.554%,6.644%,6.554%,6.644%
09/23/2022,6.644%,6.675%,6.594%,6.671%
09/26/2022,6.671%,6.801%,6.671%,6.768%
09/27/2022,6.768%,6.779%,6.614%,6.779%
09/28/2022,6.779%,6.857%,6.779%,6.790%
09/29/2022,6.790%,6.790%,6.652%,6.652%
09/30/2022,6.652%,6.813%,6.498%,6.498%
10/03/2022,6.583%,6.932%,6.583%,6.932%
10/04/2022,6.932%,6.932%,6.614%,6.614%
10/05/2022,6.614%,6.614%,6.614%,6.614%
10/06/2022,6.614%,7.228%,6.614%,6.625%
10/07/2022,6.625%,6.832%,6.625%,6.832%
10/10/2022,6.832%,7.283%,6.832%,7.283%
10/11/2022,7.283%,7.283%,6.856%,7.033%
10/12/2022,7.033%,7.033%,6.657%,6.657%
10/13/2022,6.657%,6.881%,6.657%,6.846%
10/14/2022,6.846%,6.846%,6.739%,6.739%
10/17/2022,6.739%,6.841%,6.739%,6.751%
10/18/2022,6.751%,6.763%,6.582%,6.582%
10/19/2022,6.582%,6.958%,6.582%,6.958%
10/20/2022,6.958%,6.958%,6.696%,6.696%
10/21/2022,6.696%,6.696%,6.652%,6.652%
10/23/2022,6.652%,6.652%,6.652%,6.652%
10/25/2022,6.652%,6.652%,6.570%,6.570%
10/27/2022,6.570%,6.878%,6.570%,6.878%
10/28/2022,6.878%,7.561%,6.878%,7.561%
10/31/2022,7.561%,7.561%,6.919%,6.919%
11/01/2022,6.919%,7.321%,6.400%,7.321%
11/02/2022,7.321%,7.321%,6.849%,6.849%
11/03/2022,6.849%,7.648%,6.849%,7.648%
11/04/2022,7.648%,7.816%,7.648%,7.816%
11/07/2022,7.816%,7.816%,7.091%,7.091%
11/08/2022,7.091%,7.091%,7.091%,7.091%
11/09/2022,7.091%,7.202%,7.091%,7.202%
11/10/2022,7.202%,7.202%,6.983%,6.983%
11/11/2022,6.983%,7.094%,6.983%,7.094%
11/14/2022,7.094%,7.094%,7.082%,7.082%
11/15/2022,7.082%,7.281%,7.082%,7.281%
11/16/2022,7.281%,7.533%,7.281%,7.533%
11/17/2022,7.533%,7.533%,6.886%,6.906%
11/18/2022,6.906%,6.963%,6.906%,6.963%
11/21/2022,6.963%,7.053%,6.963%,7.053%
11/22/2022,7.053%,7.152%,7.053%,7.152%
11/23/2022,7.152%,7.200%,7.044%,7.044%
11/24/2022,7.044%,7.044%,6.915%,6.915%
11/25/2022,6.915%,7.129%,6.909%,6.982%
11/28/2022,6.982%,6.982%,6.914%,6.914%
11/29/2022,6.914%,6.914%,6.895%,6.895%
11/30/2022,6.895%,6.900%,6.895%,6.900%
12/01/2022,6.900%,6.908%,6.900%,6.908%
12/02/2022,6.908%,6.933%,6.908%,6.933%
12/05/2022,6.933%,6.933%,6.917%,6.917%
12/06/2022,6.917%,7.030%,6.850%,6.858%
12/07/2022,6.858%,6.949%,6.849%,6.949%
12/08/2022,6.949%,6.954%,6.949%,6.954%
12/09/2022,6.954%,6.954%,6.926%,6.926%
12/12/2022,7.161%,7.161%,6.940%,6.940%
12/13/2022,6.940%,6.940%,6.937%,6.937%
12/14/2022,6.937%,7.096%,6.937%,7.096%
12/15/2022,7.096%,7.096%,6.871%,6.871%
12/16/2022,6.871%,6.908%,6.871%,6.908%
12/19/2022,6.908%,7.125%,6.908%,7.125%
12/20/2022,7.125%,7.125%,6.952%,6.952%
12/21/2022,6.947%,6.947%,6.947%,6.947%
12/22/2022,6.947%,6.947%,6.874%,6.907%
12/23/2022,6.907%,6.957%,6.907%,6.912%
