"close","open","high","low","date","raw_date","volume","ticker","tstamp","time","diff"
"1402.85","1403.6","1403.6","1401.85","2025-08-26T10:25:00+05:30","2025-08-26 10:25:00+05:30","8169.0","ADANIPORTS","2025-08-26T04:55:00.000000000+0000","1765045205418","1"
"1401.8","1402.85","1403.7","1401.4","2025-08-26T10:30:00+05:30","2025-08-26 10:30:00+05:30","8087.0","ADANIPORTS","2025-08-26T05:00:00.000000000+0000","1765045208418","1"
"1399.0","1401.8","1401.95","1398.95","2025-08-26T10:35:00+05:30","2025-08-26 10:35:00+05:30","7241.0","ADANIPORTS","2025-08-26T05:05:00.000000000+0000","1765045211418","1"
"1398.5","1399.0","1399.2","1396.1","2025-08-26T10:40:00+05:30","2025-08-26 10:40:00+05:30","7508.0","ADANIPORTS","2025-08-26T05:10:00.000000000+0000","1765045214418","1"
"1397.3","1398.5","1399.0","1396.5","2025-08-26T10:45:00+05:30","2025-08-26 10:45:00+05:30","5101.0","ADANIPORTS","2025-08-26T05:15:00.000000000+0000","1765045217418","1"
"1398.05","1397.3","1398.6","1396.6","2025-08-26T10:50:00+05:30","2025-08-26 10:50:00+05:30","2793.0","ADANIPORTS","2025-08-26T05:20:00.000000000+0000","1765045220418","1"
"1398.7","1398.05","1399.45","1396.95","2025-08-26T10:55:00+05:30","2025-08-26 10:55:00+05:30","36641.0","ADANIPORTS","2025-08-26T05:25:00.000000000+0000","1765045223418","1"
"1399.65","1398.7","1399.9","1398.35","2025-08-26T11:00:00+05:30","2025-08-26 11:00:00+05:30","5452.0","ADANIPORTS","2025-08-26T05:30:00.000000000+0000","1765045226418","1"
"1397.75","1399.65","1400.0","1397.2","2025-08-26T11:05:00+05:30","2025-08-26 11:05:00+05:30","2544.0","ADANIPORTS","2025-08-26T05:35:00.000000000+0000","1765045229418","1"
"1398.95","1397.75","1398.95","1397.55","2025-08-26T11:10:00+05:30","2025-08-26 11:10:00+05:30","1981.0","ADANIPORTS","2025-08-26T05:40:00.000000000+0000","1765045232418","1"
"1398.9","1398.95","1399.25","1398.0","2025-08-26T11:15:00+05:30","2025-08-26 11:15:00+05:30","1277.0","ADANIPORTS","2025-08-26T05:45:00.000000000+0000","1765045235418","1"
"1399.25","1398.9","1399.85","1398.05","2025-08-26T11:20:00+05:30","2025-08-26 11:20:00+05:30","5884.0","ADANIPORTS","2025-08-26T05:50:00.000000000+0000","1765045238418","1"
"1399.6","1399.25","1400.65","1398.65","2025-08-26T11:25:00+05:30","2025-08-26 11:25:00+05:30","8475.0","ADANIPORTS","2025-08-26T05:55:00.000000000+0000","1765045241418","1"
"1399.0","1399.55","1400.0","1398.5","2025-08-26T11:30:00+05:30","2025-08-26 11:30:00+05:30","9712.0","ADANIPORTS","2025-08-26T06:00:00.000000000+0000","1765045244418","1"
"1397.5","1399.3","1400.0","1397.5","2025-08-26T11:35:00+05:30","2025-08-26 11:35:00+05:30","1570.0","ADANIPORTS","2025-08-26T06:05:00.000000000+0000","1765045247418","1"
"1398.0","1397.5","1398.45","1397.0","2025-08-26T11:40:00+05:30","2025-08-26 11:40:00+05:30","1189.0","ADANIPORTS","2025-08-26T06:10:00.000000000+0000","1765045250418","1"
"1397.35","1398.0","1398.1","1397.0","2025-08-26T11:45:00+05:30","2025-08-26 11:45:00+05:30","7028.0","ADANIPORTS","2025-08-26T06:15:00.000000000+0000","1765045253418","1"
"1396.95","1397.35","1397.5","1396.45","2025-08-26T11:50:00+05:30","2025-08-26 11:50:00+05:30","1842.0","ADANIPORTS","2025-08-26T06:20:00.000000000+0000","1765045256418","1"
"1396.55","1396.95","1397.3","1396.15","2025-08-26T11:55:00+05:30","2025-08-26 11:55:00+05:30","1914.0","ADANIPORTS","2025-08-26T06:25:00.000000000+0000","1765045259418","1"
"1397.0","1396.55","1397.9","1396.15","2025-08-26T12:00:00+05:30","2025-08-26 12:00:00+05:30","1205.0","ADANIPORTS","2025-08-26T06:30:00.000000000+0000","1765045262418","1"
"1396.15","1397.0","1397.75","1396.0","2025-08-26T12:05:00+05:30","2025-08-26 12:05:00+05:30","5175.0","ADANIPORTS","2025-08-26T06:35:00.000000000+0000","1765045265418","1"
"1395.6","1396.15","1396.55","1395.1","2025-08-26T12:10:00+05:30","2025-08-26 12:10:00+05:30","8704.0","ADANIPORTS","2025-08-26T06:40:00.000000000+0000","1765045268418","1"
"1398.1","1395.6","1398.1","1395.55","2025-08-26T12:15:00+05:30","2025-08-26 12:15:00+05:30","63811.0","ADANIPORTS","2025-08-26T06:45:00.000000000+0000","1765045271418","1"
"1396.45","1398.25","1398.25","1396.0","2025-08-26T12:20:00+05:30","2025-08-26 12:20:00+05:30","1442.0","ADANIPORTS","2025-08-26T06:50:00.000000000+0000","1765045274418","1"
"1395.5","1396.45","1396.5","1395.4","2025-08-26T12:25:00+05:30","2025-08-26 12:25:00+05:30","812.0","ADANIPORTS","2025-08-26T06:55:00.000000000+0000","1765045277418","1"
"1395.1","1395.7","1395.9","1395.0","2025-08-26T12:30:00+05:30","2025-08-26 12:30:00+05:30","1273.0","ADANIPORTS","2025-08-26T07:00:00.000000000+0000","1765045280418","1"
"1395.0","1395.15","1396.0","1395.0","2025-08-26T12:35:00+05:30","2025-08-26 12:35:00+05:30","1587.0","ADANIPORTS","2025-08-26T07:05:00.000000000+0000","1765045283418","1"
"1395.0","1395.65","1395.8","1393.0","2025-08-26T12:40:00+05:30","2025-08-26 12:40:00+05:30","10152.0","ADANIPORTS","2025-08-26T07:10:00.000000000+0000","1765045286418","1"
"1394.8","1394.4","1395.2","1393.3","2025-08-26T12:45:00+05:30","2025-08-26 12:45:00+05:30","39945.0","ADANIPORTS","2025-08-26T07:15:00.000000000+0000","1765045289418","1"
"1395.35","1394.8","1396.4","1394.5","2025-08-26T12:50:00+05:30","2025-08-26 12:50:00+05:30","74934.0","ADANIPORTS","2025-08-26T07:20:00.000000000+0000","1765045292418","1"
"1394.55","1395.35","1395.5","1394.0","2025-08-26T12:55:00+05:30","2025-08-26 12:55:00+05:30","26982.0","ADANIPORTS","2025-08-26T07:25:00.000000000+0000","1765045295418","1"
"1394.9","1394.55","1395.9","1394.45","2025-08-26T13:00:00+05:30","2025-08-26 13:00:00+05:30","1698.0","ADANIPORTS","2025-08-26T07:30:00.000000000+0000","1765045298418","1"
