"close","open","high","low","date","raw_date","volume","ticker","tstamp","time","diff"
"1415.05","1413.05","1416.1","1410.05","2025-08-25T09:15:00+05:30","2025-08-25 09:15:00+05:30","35830.0","ADANIPORTS","2025-08-25T03:45:00.000000000+0000","1765044938470","1"
"1414.5","1415.05","1415.05","1412.4","2025-08-25T09:20:00+05:30","2025-08-25 09:20:00+05:30","18097.0","ADANIPORTS","2025-08-25T03:50:00.000000000+0000","1765044941418","1"
"1415.6","1414.5","1416.9","1413.35","2025-08-25T09:25:00+05:30","2025-08-25 09:25:00+05:30","8021.0","ADANIPORTS","2025-08-25T03:55:00.000000000+0000","1765044944418","1"
"1416.15","1415.9","1416.7","1413.1","2025-08-25T09:30:00+05:30","2025-08-25 09:30:00+05:30","11691.0","ADANIPORTS","2025-08-25T04:00:00.000000000+0000","1765044947418","1"
"1414.4","1416.15","1416.15","1413.65","2025-08-25T09:35:00+05:30","2025-08-25 09:35:00+05:30","10672.0","ADANIPORTS","2025-08-25T04:05:00.000000000+0000","1765044950418","1"
"1415.45","1414.4","1416.0","1413.65","2025-08-25T09:40:00+05:30","2025-08-25 09:40:00+05:30","3721.0","ADANIPORTS","2025-08-25T04:10:00.000000000+0000","1765044953418","1"
"1413.2","1415.45","1415.45","1413.2","2025-08-25T09:45:00+05:30","2025-08-25 09:45:00+05:30","4177.0","ADANIPORTS","2025-08-25T04:15:00.000000000+0000","1765044956418","1"
"1412.3","1413.2","1414.65","1412.1","2025-08-25T09:50:00+05:30","2025-08-25 09:50:00+05:30","2990.0","ADANIPORTS","2025-08-25T04:20:00.000000000+0000","1765044959418","1"
"1410.5","1413.0","1413.25","1410.0","2025-08-25T09:55:00+05:30","2025-08-25 09:55:00+05:30","3506.0","ADANIPORTS","2025-08-25T04:25:00.000000000+0000","1765044962418","1"
"1409.05","1410.5","1411.0","1408.05","2025-08-25T10:00:00+05:30","2025-08-25 10:00:00+05:30","2974.0","ADANIPORTS","2025-08-25T04:30:00.000000000+0000","1765044965418","1"
"1406.1","1409.05","1409.05","1406.1","2025-08-25T10:05:00+05:30","2025-08-25 10:05:00+05:30","7541.0","ADANIPORTS","2025-08-25T04:35:00.000000000+0000","1765044968418","1"
"1408.05","1406.1","1408.7","1405.55","2025-08-25T10:10:00+05:30","2025-08-25 10:10:00+05:30","6861.0","ADANIPORTS","2025-08-25T04:40:00.000000000+0000","1765044971418","1"
"1409.0","1408.05","1409.0","1406.35","2025-08-25T10:15:00+05:30","2025-08-25 10:15:00+05:30","5551.0","ADANIPORTS","2025-08-25T04:45:00.000000000+0000","1765044974418","1"
"1409.15","1409.0","1409.9","1408.55","2025-08-25T10:20:00+05:30","2025-08-25 10:20:00+05:30","3412.0","ADANIPORTS","2025-08-25T04:50:00.000000000+0000","1765044977418","1"
"1409.4","1409.15","1410.0","1408.75","2025-08-25T10:25:00+05:30","2025-08-25 10:25:00+05:30","4852.0","ADANIPORTS","2025-08-25T04:55:00.000000000+0000","1765044980418","1"
"1408.75","1409.4","1409.85","1408.2","2025-08-25T10:30:00+05:30","2025-08-25 10:30:00+05:30","1371.0","ADANIPORTS","2025-08-25T05:00:00.000000000+0000","1765044983418","1"
"1410.25","1408.75","1411.1","1408.75","2025-08-25T10:35:00+05:30","2025-08-25 10:35:00+05:30","2132.0","ADANIPORTS","2025-08-25T05:05:00.000000000+0000","1765044986418","1"
"1410.95","1410.25","1411.35","1410.0","2025-08-25T10:40:00+05:30","2025-08-25 10:40:00+05:30","3443.0","ADANIPORTS","2025-08-25T05:10:00.000000000+0000","1765044989418","1"
"1410.6","1411.0","1411.6","1410.4","2025-08-25T10:45:00+05:30","2025-08-25 10:45:00+05:30","5615.0","ADANIPORTS","2025-08-25T05:15:00.000000000+0000","1765044992418","1"
"1412.5","1410.6","1412.5","1410.6","2025-08-25T10:50:00+05:30","2025-08-25 10:50:00+05:30","7584.0","ADANIPORTS","2025-08-25T05:20:00.000000000+0000","1765044995418","1"
"1412.3","1411.75","1414.0","1411.45","2025-08-25T10:55:00+05:30","2025-08-25 10:55:00+05:30","3946.0","ADANIPORTS","2025-08-25T05:25:00.000000000+0000","1765044998418","1"
"1412.35","1412.3","1413.0","1411.2","2025-08-25T11:00:00+05:30","2025-08-25 11:00:00+05:30","676.0","ADANIPORTS","2025-08-25T05:30:00.000000000+0000","1765045001418","1"
"1412.45","1412.35","1413.0","1412.15","2025-08-25T11:05:00+05:30","2025-08-25 11:05:00+05:30","1480.0","ADANIPORTS","2025-08-25T05:35:00.000000000+0000","1765045004418","1"
"1410.75","1412.45","1412.9","1410.7","2025-08-25T11:10:00+05:30","2025-08-25 11:10:00+05:30","1113.0","ADANIPORTS","2025-08-25T05:40:00.000000000+0000","1765045007418","1"
"1410.9","1410.75","1411.45","1410.5","2025-08-25T11:15:00+05:30","2025-08-25 11:15:00+05:30","1227.0","ADANIPORTS","2025-08-25T05:45:00.000000000+0000","1765045010418","1"
"1410.55","1410.9","1411.25","1410.15","2025-08-25T11:20:00+05:30","2025-08-25 11:20:00+05:30","1305.0","ADANIPORTS","2025-08-25T05:50:00.000000000+0000","1765045013418","1"
"1411.3","1410.55","1411.95","1410.55","2025-08-25T11:25:00+05:30","2025-08-25 11:25:00+05:30","1068.0","ADANIPORTS","2025-08-25T05:55:00.000000000+0000","1765045016418","1"
"1410.5","1411.3","1411.45","1410.45","2025-08-25T11:30:00+05:30","2025-08-25 11:30:00+05:30","1874.0","ADANIPORTS","2025-08-25T06:00:00.000000000+0000","1765045019418","1"
"1410.45","1410.5","1410.9","1409.55","2025-08-25T11:35:00+05:30","2025-08-25 11:35:00+05:30","1786.0","ADANIPORTS","2025-08-25T06:05:00.000000000+0000","1765045022418","1"
"1410.0","1410.45","1410.9","1409.55","2025-08-25T11:40:00+05:30","2025-08-25 11:40:00+05:30","65878.0","ADANIPORTS","2025-08-25T06:10:00.000000000+0000","1765045025418","1"
"1410.5","1410.0","1411.95","1409.0","2025-08-25T11:45:00+05:30","2025-08-25 11:45:00+05:30","17462.0","ADANIPORTS","2025-08-25T06:15:00.000000000+0000","1765045028418","1"
"1408.55","1410.5","1410.5","1408.0","2025-08-25T11:50:00+05:30","2025-08-25 11:50:00+05:30","9483.0","ADANIPORTS","2025-08-25T06:20:00.000000000+0000","1765045031418","1"
"1409.5","1408.55","1410.0","1408.0","2025-08-25T11:55:00+05:30","2025-08-25 11:55:00+05:30","64436.0","ADANIPORTS","2025-08-25T06:25:00.000000000+0000","1765045034418","1"
"1410.0","1409.5","1410.45","1409.25","2025-08-25T12:00:00+05:30","2025-08-25 12:00:00+05:30","17844.0","ADANIPORTS","2025-08-25T06:30:00.000000000+0000","1765045037418","1"
"1409.35","1410.0","1410.0","1409.05","2025-08-25T12:05:00+05:30","2025-08-25 12:05:00+05:30","4422.0","ADANIPORTS","2025-08-25T06:35:00.000000000+0000","1765045040418","1"
"1410.0","1409.35","1410.2","1409.35","2025-08-25T12:10:00+05:30","2025-08-25 12:10:00+05:30","7606.0","ADANIPORTS","2025-08-25T06:40:00.000000000+0000","1765045043418","1"
"1409.55","1410.0","1410.2","1409.5","2025-08-25T12:15:00+05:30","2025-08-25 12:15:00+05:30","10852.0","ADANIPORTS","2025-08-25T06:45:00.000000000+0000","1765045046418","1"
"1409.4","1410.0","1410.1","1409.4","2025-08-25T12:20:00+05:30","2025-08-25 12:20:00+05:30","9131.0","ADANIPORTS","2025-08-25T06:50:00.000000000+0000","1765045049418","1"
"1409.2","1409.4","1410.0","1408.95","2025-08-25T12:25:00+05:30","2025-08-25 12:25:00+05:30","5655.0","ADANIPORTS","2025-08-25T06:55:00.000000000+0000","1765045052418","1"
"1409.0","1409.2","1410.0","1408.25","2025-08-25T12:30:00+05:30","2025-08-25 12:30:00+05:30","26179.0","ADANIPORTS","2025-08-25T07:00:00.000000000+0000","1765045055418","1"
"1410.0","1409.0","1411.0","1408.75","2025-08-25T12:35:00+05:30","2025-08-25 12:35:00+05:30","18610.0","ADANIPORTS","2025-08-25T07:05:00.000000000+0000","1765045058418","1"
"1410.0","1409.5","1410.0","1409.5","2025-08-25T12:40:00+05:30","2025-08-25 12:40:00+05:30","41513.0","ADANIPORTS","2025-08-25T07:10:00.000000000+0000","1765045061418","1"
"1412.2","1410.0","1412.45","1409.8","2025-08-25T12:45:00+05:30","2025-08-25 12:45:00+05:30","17481.0","ADANIPORTS","2025-08-25T07:15:00.000000000+0000","1765045064418","1"
"1413.3","1412.25","1413.45","1411.65","2025-08-25T12:50:00+05:30","2025-08-25 12:50:00+05:30","3745.0","ADANIPORTS","2025-08-25T07:20:00.000000000+0000","1765045067418","1"
"1413.7","1413.3","1414.85","1412.9","2025-08-25T12:55:00+05:30","2025-08-25 12:55:00+05:30","3935.0","ADANIPORTS","2025-08-25T07:25:00.000000000+0000","1765045070418","1"
"1414.65","1413.7","1414.7","1413.6","2025-08-25T13:00:00+05:30","2025-08-25 13:00:00+05:30","1588.0","ADANIPORTS","2025-08-25T07:30:00.000000000+0000","1765045073418","1"
"1415.55","1414.65","1416.0","1414.2","2025-08-25T13:05:00+05:30","2025-08-25 13:05:00+05:30","5350.0","ADANIPORTS","2025-08-25T07:35:00.000000000+0000","1765045076418","1"
"1416.4","1415.55","1416.4","1415.2","2025-08-25T13:10:00+05:30","2025-08-25 13:10:00+05:30","1235.0","ADANIPORTS","2025-08-25T07:40:00.000000000+0000","1765045079418","1"
"1415.4","1416.4","1416.5","1414.3","2025-08-25T13:15:00+05:30","2025-08-25 13:15:00+05:30","18453.0","ADANIPORTS","2025-08-25T07:45:00.000000000+0000","1765045082418","1"
"1415.5","1415.4","1415.95","1414.75","2025-08-25T13:20:00+05:30","2025-08-25 13:20:00+05:30","12439.0","ADANIPORTS","2025-08-25T07:50:00.000000000+0000","1765045085418","1"
"1414.3","1415.5","1416.0","1414.15","2025-08-25T13:25:00+05:30","2025-08-25 13:25:00+05:30","6489.0","ADANIPORTS","2025-08-25T07:55:00.000000000+0000","1765045088418","1"
"1415.0","1414.3","1415.6","1414.1","2025-08-25T13:30:00+05:30","2025-08-25 13:30:00+05:30","4473.0","ADANIPORTS","2025-08-25T08:00:00.000000000+0000","1765045091418","1"
"1415.6","1415.0","1415.6","1415.0","2025-08-25T13:35:00+05:30","2025-08-25 13:35:00+05:30","926.0","ADANIPORTS","2025-08-25T08:05:00.000000000+0000","1765045094418","1"
"1414.8","1415.6","1415.6","1414.8","2025-08-25T13:40:00+05:30","2025-08-25 13:40:00+05:30","5715.0","ADANIPORTS","2025-08-25T08:10:00.000000000+0000","1765045097418","1"
"1416.15","1414.8","1416.5","1414.8","2025-08-25T13:45:00+05:30","2025-08-25 13:45:00+05:30","29781.0","ADANIPORTS","2025-08-25T08:15:00.000000000+0000","1765045100418","1"
"1418.9","1416.15","1418.9","1416.15","2025-08-25T13:50:00+05:30","2025-08-25 13:50:00+05:30","11257.0","ADANIPORTS","2025-08-25T08:20:00.000000000+0000","1765045103418","1"
"1418.0","1418.9","1419.0","1417.3","2025-08-25T13:55:00+05:30","2025-08-25 13:55:00+05:30","15469.0","ADANIPORTS","2025-08-25T08:25:00.000000000+0000","1765045106418","1"
"1417.3","1418.0","1418.3","1417.1","2025-08-25T14:00:00+05:30","2025-08-25 14:00:00+05:30","10720.0","ADANIPORTS","2025-08-25T08:30:00.000000000+0000","1765045109418","1"
"1417.1","1417.35","1417.95","1417.1","2025-08-25T14:05:00+05:30","2025-08-25 14:05:00+05:30","6212.0","ADANIPORTS","2025-08-25T08:35:00.000000000+0000","1765045112418","1"
"1415.7","1417.1","1417.75","1415.65","2025-08-25T14:10:00+05:30","2025-08-25 14:10:00+05:30","26604.0","ADANIPORTS","2025-08-25T08:40:00.000000000+0000","1765045115418","1"
"1414.8","1415.7","1417.0","1414.8","2025-08-25T14:15:00+05:30","2025-08-25 14:15:00+05:30","13304.0","ADANIPORTS","2025-08-25T08:45:00.000000000+0000","1765045118418","1"
"1412.95","1414.8","1415.5","1412.95","2025-08-25T14:20:00+05:30","2025-08-25 14:20:00+05:30","13415.0","ADANIPORTS","2025-08-25T08:50:00.000000000+0000","1765045121418","1"
"1414.1","1412.95","1414.8","1412.15","2025-08-25T14:25:00+05:30","2025-08-25 14:25:00+05:30","11622.0","ADANIPORTS","2025-08-25T08:55:00.000000000+0000","1765045124418","1"
"1413.0","1414.1","1414.4","1412.0","2025-08-25T14:30:00+05:30","2025-08-25 14:30:00+05:30","13169.0","ADANIPORTS","2025-08-25T09:00:00.000000000+0000","1765045127418","1"
"1410.8","1413.0","1413.0","1410.25","2025-08-25T14:35:00+05:30","2025-08-25 14:35:00+05:30","2561.0","ADANIPORTS","2025-08-25T09:05:00.000000000+0000","1765045130418","1"
"1410.2","1410.8","1411.75","1410.15","2025-08-25T14:40:00+05:30","2025-08-25 14:40:00+05:30","7104.0","ADANIPORTS","2025-08-25T09:10:00.000000000+0000","1765045133418","1"
"1411.35","1410.2","1411.45","1409.65","2025-08-25T14:45:00+05:30","2025-08-25 14:45:00+05:30","13566.0","ADANIPORTS","2025-08-25T09:15:00.000000000+0000","1765045136418","1"
"1412.05","1411.35","1412.6","1410.7","2025-08-25T14:50:00+05:30","2025-08-25 14:50:00+05:30","7199.0","ADANIPORTS","2025-08-25T09:20:00.000000000+0000","1765045139418","1"
"1412.6","1412.1","1413.15","1412.05","2025-08-25T14:55:00+05:30","2025-08-25 14:55:00+05:30","7959.0","ADANIPORTS","2025-08-25T09:25:00.000000000+0000","1765045142418","1"
"1411.85","1412.25","1413.0","1410.9","2025-08-25T15:00:00+05:30","2025-08-25 15:00:00+05:30","4395.0","ADANIPORTS","2025-08-25T09:30:00.000000000+0000","1765045145418","1"
"1410.7","1411.85","1411.95","1410.25","2025-08-25T15:05:00+05:30","2025-08-25 15:05:00+05:30","2316.0","ADANIPORTS","2025-08-25T09:35:00.000000000+0000","1765045148418","1"
"1410.45","1410.4","1410.9","1409.9","2025-08-25T15:10:00+05:30","2025-08-25 15:10:00+05:30","2460.0","ADANIPORTS","2025-08-25T09:40:00.000000000+0000","1765045151418","1"
"1413.7","1410.45","1414.0","1409.9","2025-08-25T15:15:00+05:30","2025-08-25 15:15:00+05:30","5839.0","ADANIPORTS","2025-08-25T09:45:00.000000000+0000","1765045154418","1"
"1413.35","1413.7","1414.65","1412.6","2025-08-25T15:20:00+05:30","2025-08-25 15:20:00+05:30","6456.0","ADANIPORTS","2025-08-25T09:50:00.000000000+0000","1765045157418","1"
"1414.05","1413.35","1415.45","1412.5","2025-08-25T15:25:00+05:30","2025-08-25 15:25:00+05:30","6468.0","ADANIPORTS","2025-08-25T09:55:00.000000000+0000","1765045160418","1"
"1408.1","1409.95","1409.95","1406.05","2025-08-26T09:15:00+05:30","2025-08-26 09:15:00+05:30","10642.0","ADANIPORTS","2025-08-26T03:45:00.000000000+0000","1765045163418","1"
"1405.9","1408.1","1409.9","1404.0","2025-08-26T09:20:00+05:30","2025-08-26 09:20:00+05:30","10344.0","ADANIPORTS","2025-08-26T03:50:00.000000000+0000","1765045166418","1"
"1407.7","1405.9","1409.1","1405.5","2025-08-26T09:25:00+05:30","2025-08-26 09:25:00+05:30","20901.0","ADANIPORTS","2025-08-26T03:55:00.000000000+0000","1765045169418","1"
"1407.5","1407.7","1408.2","1405.4","2025-08-26T09:30:00+05:30","2025-08-26 09:30:00+05:30","21120.0","ADANIPORTS","2025-08-26T04:00:00.000000000+0000","1765045172418","1"
"1406.7","1407.5","1407.95","1405.25","2025-08-26T09:35:00+05:30","2025-08-26 09:35:00+05:30","35401.0","ADANIPORTS","2025-08-26T04:05:00.000000000+0000","1765045175418","1"
"1405.0","1406.7","1407.0","1404.5","2025-08-26T09:40:00+05:30","2025-08-26 09:40:00+05:30","7432.0","ADANIPORTS","2025-08-26T04:10:00.000000000+0000","1765045178418","1"
"1401.1","1404.5","1404.85","1400.55","2025-08-26T09:45:00+05:30","2025-08-26 09:45:00+05:30","11648.0","ADANIPORTS","2025-08-26T04:15:00.000000000+0000","1765045181418","1"
"1401.05","1401.1","1402.0","1398.6","2025-08-26T09:50:00+05:30","2025-08-26 09:50:00+05:30","14567.0","ADANIPORTS","2025-08-26T04:20:00.000000000+0000","1765045184418","1"
"1400.8","1401.05","1401.8","1400.05","2025-08-26T09:55:00+05:30","2025-08-26 09:55:00+05:30","3454.0","ADANIPORTS","2025-08-26T04:25:00.000000000+0000","1765045187418","1"
"1401.0","1400.8","1401.0","1398.65","2025-08-26T10:00:00+05:30","2025-08-26 10:00:00+05:30","5742.0","ADANIPORTS","2025-08-26T04:30:00.000000000+0000","1765045190418","1"
"1403.75","1401.0","1403.75","1400.3","2025-08-26T10:05:00+05:30","2025-08-26 10:05:00+05:30","5381.0","ADANIPORTS","2025-08-26T04:35:00.000000000+0000","1765045193418","1"
"1402.25","1403.75","1403.75","1402.25","2025-08-26T10:10:00+05:30","2025-08-26 10:10:00+05:30","4475.0","ADANIPORTS","2025-08-26T04:40:00.000000000+0000","1765045196418","1"
"1402.65","1402.25","1404.0","1400.1","2025-08-26T10:15:00+05:30","2025-08-26 10:15:00+05:30","18780.0","ADANIPORTS","2025-08-26T04:45:00.000000000+0000","1765045199418","1"
"1403.6","1403.3","1403.85","1402.45","2025-08-26T10:20:00+05:30","2025-08-26 10:20:00+05:30","4316.0","ADANIPORTS","2025-08-26T04:50:00.000000000+0000","1765045202418","1"
